Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales
Technology,Avondale,United States,amY CoX98,Plantronics,10/31/2013,US-2011-167262,85323,Plantronics HL10 Handset Lifter,West,Consumer,11/2/2013,Second Class,Arizona,Phones,20%,1,84,8,742
Furniture,Lorain,United States,aNtHONy jaCOBs,Hon,10/31/2013,CA-2011-108609,44052,Hon 94000 Series Round Tables,East,Corporate,11/2/2013,Second Class,Ohio,Tables,40%,1,-735,8,1422
Technology,San Francisco,United States,naNCy loMOnAco,Motorola,10/31/2013,US-2011-120313,94110,Motorola L804,West,Home Office,11/3/2013,Second Class,California,Phones,20%,1,8,2,74
Office Supplies,Denver,United States,rUsSeLL APPLEgATe51,Other,10/31/2013,CA-2011-134313,80219,Model L Table or Wall-Mount Pencil Sharpener,West,Consumer,11/2/2013,Standard Class,Colorado,Art,20%,1,4,3,43
Technology,Denver,United States,RusSelL appLegAtE,ClearOne,11/1/2013,CA-2011-134313,80219,ClearOne CHATAttach 160 - speaker phone,West,Consumer,11/2/2013,Standard Class,Colorado,Phones,20%,1,248,4,1984
Office Supplies,Portland,United States,NATALie dEcHeRNey,Carina,11/1/2013,CA-2011-148915,97206,"Carina Mini System Audio Rack, Model AR050B",West,Consumer,11/7/2013,Standard Class,Oregon,Storage,20%,1,-94,5,444
Technology,Portland,United States,NataLie DechERnEY8,Plantronics,11/1/2013,CA-2011-148915,97206,Plantronics Voyager Pro HD - Bluetooth Headset,West,Consumer,11/7/2013,Standard Class,Oregon,Phones,20%,1,55,3,156
Office Supplies,Charlotte,United States,kEn heIdEl,Other,11/1/2013,CA-2011-102673,28205,Staples,South,Corporate,11/5/2013,Standard Class,North Carolina,Fasteners,20%,1,1,5,8
Office Supplies,Charlotte,United States,ken HeIDel,Newell,11/1/2013,CA-2011-102673,28205,Newell 320,South,Corporate,11/5/2013,Standard Class,North Carolina,Art,20%,1,1,3,10
Office Supplies,Charlotte,United States,KEN HEiDel!,Avery,11/1/2013,CA-2011-102673,28205,Avery 513,South,Corporate,11/5/2013,Standard Class,North Carolina,Labels,20%,1,16,12,48
Technology,Charlotte,United States,kEn HeIDEl,Cisco,11/1/2013,CA-2011-102673,28205,Cisco IP Phone 7961G VoIP phone - Dark gray,South,Corporate,11/5/2013,Standard Class,North Carolina,Phones,20%,1,110,9,979
Office Supplies,Chicago,United States,SuZaNNe mCnAIR,Southworth,11/1/2013,CA-2011-126907,60610,Southworth Parchment Paper & Envelopes,Central,Corporate,11/5/2013,Standard Class,Illinois,Paper,20%,1,5,3,16
Office Supplies,Richmond,United States,jaCK O'brIANt33,Other,11/1/2013,CA-2011-152562,40475,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",South,Corporate,11/5/2013,Standard Class,Kentucky,Storage,0%,1,19,2,70
Office Supplies,Richmond,United States,JACk O'BrIAnT30,Other,11/1/2013,CA-2011-152562,40475,"OIC #2 Pencils, Medium Soft",South,Corporate,11/8/2013,Standard Class,Kentucky,Art,0%,1,2,3,6
Office Supplies,Los Angeles,United States,pAul lUCas51,Avery,11/1/2013,CA-2011-168305,90049,Avery 475,West,Home Office,11/8/2013,Standard Class,California,Labels,0%,1,22,3,44
Office Supplies,Los Angeles,United States,PaUl LUCAs,Easy-staple paper,11/1/2013,CA-2011-168305,90049,Easy-staple paper,West,Home Office,11/8/2013,Standard Class,California,Paper,0%,1,10,5,21
Office Supplies,Long Beach,United States,DaNIEL lAcY,Kensington,11/1/2013,US-2011-137155,11561,Kensington 7 Outlet MasterPiece Power Center,East,Consumer,12/31/2023,Standard Class,New York,Appliances,0%,1,,3,inf
Office Supplies,Long Beach,United States,dANiEl Lacy!,Xerox,11/1/2013,US-2011-137155,11561,Xerox 1934,East,Consumer,11/8/2013,Standard Class,New York,Paper,0%,1,82,3,168
Furniture,Long Beach,United States,DanIEl lAcy39,Other,11/1/2013,US-2011-137155,11561,"Master Big Foot Doorstop, Beige",East,Consumer,11/5/2013,Standard Class,New York,Furnishings,0%,1,10,6,32
Office Supplies,Orange,United States,deIrdRE gReeR25,Fellowes,11/1/2013,CA-2011-139423,7050,Fellowes Superior 10 Outlet Split Surge Protector,East,Corporate,11/5/2013,Standard Class,New Jersey,Appliances,0%,1,22,2,76
Furniture,Mason,United States,ERin asHBROOK,Howard Miller,11/1/2013,CA-2011-114195,45040,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",East,Corporate,11/5/2013,First Class,Ohio,Furnishings,20%,1,16,2,69
Office Supplies,Mason,United States,Erin AShbROoK,Acco,11/1/2013,CA-2011-114195,45040,Acco Economy Flexible Poly Round Ring Binder,East,Corporate,11/5/2013,First Class,Ohio,Binders,70%,1,-3,2,3
Office Supplies,Mason,United States,,GBC,abc,CA-2011-114195,45040,GBC Standard Therm-A-Bind Covers,East,Corporate,xyz,First Class,Ohio,Binders,70%,1,,3,inf
Office Supplies,New York City,United States,rOGeR DEMIR90,Avery,11/1/2013,CA-2011-107454,10024,Avery 499,East,Consumer,12/31/2023,Standard Class,New York,Labels,0%,1,-16,7,
Furniture,New York City,United States,rOgeR demiR33,Tensor,11/2/2013,CA-2011-107454,10024,Tensor Computer Mounted Lamp,East,Consumer,11/3/2013,Standard Class,New York,Furnishings,0%,1,24,6,89
Technology,Irving,United States,paTRick O'BrIll,Logitech,11/2/2013,CA-2011-148782,75061,"Logitech B530 USB Headset - headset - Full size, Binaural",Central,Consumer,11/6/2013,Standard Class,Texas,Phones,20%,1,8,3,89
Technology,Medina,United States,liz carLISLE,Polycom,11/2/2013,CA-2011-129147,44256,Polycom CX300 Desktop Phone USB VoIP phone,East,Consumer,11/6/2013,Standard Class,Ohio,Phones,40%,1,-108,6,540
Technology,Medina,United States,liz cArLisLE!,Other,,CA-2011-129147,44256,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,East,Consumer,,Standard Class,Ohio,Phones,40%,1,,7,0
Office Supplies,Medina,United States,LiZ CaRLISLe,Acco,11/2/2013,CA-2011-129147,44256,Acco D-Ring Binder w/DublLock,East,Consumer,11/6/2013,Standard Class,Ohio,Binders,70%,1,-13,3,19
Technology,Fort Lauderdale,United States,jUliE kriz!,Razer,,CA-2011-120670,33311,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,South,Home Office,,Standard Class,Florida,Accessories,20%,1,inf,10,inf
Technology,San Francisco,United States,SHaHID HopkIns,AT&T,11/2/2013,CA-2011-115889,94122,AT&T CL82213,West,Consumer,11/6/2013,Standard Class,California,Phones,20%,1,5,2,46
Office Supplies,San Francisco,United States,sHAhId hoPkinS,Other,11/2/2013,CA-2011-115889,94122,Adjustable Depth Letter/Legal Cart,West,Consumer,11/6/2013,Standard Class,California,Storage,0%,1,105,2,363
Technology,Seattle,United States,STeven warD95!,Maxell,11/2/2013,CA-2011-134726,98115,"Maxell 74 Minute CD-R Spindle, 50/Pack",West,Corporate,11/6/2013,Second Class,Washington,Accessories,0%,1,15,2,42
Technology,Seattle,United States,sTEVEN warD73,Samsung,11/2/2013,CA-2011-134726,98115,Samsung Rugby III,West,Corporate,11/6/2013,Second Class,Washington,Phones,20%,1,5,1,53
Office Supplies,Lancaster,United States,MaXwELl ScHwartZ91,Other,,CA-2011-137589,17602,Compact Automatic Electric Letter Opener,East,Consumer,,Standard Class,Pennsylvania,Supplies,20%,1,8.40E+73,3,
Technology,New York City,United States,SPeROS goRAnItIS,Panasonic,,CA-2011-121573,10009,Panasonic KX-TG9471B,East,Consumer,,Standard Class,New York,Phones,0%,1,0,4,
Office Supplies,New York City,United States,,Other,,CA-2011-121573,10009,Surelock Post Binders,East,Consumer,,Standard Class,New York,Binders,20%,1,,2,0
Office Supplies,New York City,United States,SPEros gORAnitIS,Acco,11/3/2013,CA-2011-121573,10009,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",East,Consumer,11/7/2013,Standard Class,New York,Binders,20%,1,3,2,8
Office Supplies,Fairfield,United States,rESi pöLkiNG68,Acme,11/3/2013,CA-2011-155593,6824,Acme Kleen Earth Office Shears,East,Consumer,11/7/2013,Standard Class,Connecticut,Supplies,0%,1,3,3,12
Office Supplies,Nashville,United States,AnNIe THUrMan71,Ampad,abc,CA-2011-146731,37211,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",South,Consumer,xyz,Standard Class,Tennessee,Paper,20%,1,8.40E+296,2,
Office Supplies,Nashville,United States,annie thUrman,Xerox,11/3/2013,CA-2011-146731,37211,Xerox 1884,South,Consumer,11/8/2013,Standard Class,Tennessee,Paper,20%,1,49,9,144
Office Supplies,Jacksonville,United States,sHAhId HopkiNs,Acco,11/3/2013,CA-2011-165764,28540,Acco Perma 4000 Stacking Storage Drawers,South,Consumer,11/8/2013,Standard Class,North Carolina,Storage,20%,1,-2,2,26
Furniture,Jacksonville,United States,sHAhiD HOpkinS,Hon,11/3/2013,CA-2011-165764,28540,Hon Racetrack Conference Tables,South,Consumer,11/8/2013,Standard Class,North Carolina,Tables,40%,1,-299,6,945
Office Supplies,Jacksonville,United States,sHAHid hopkinS,Avery,11/3/2013,CA-2011-165764,28540,Avery Self-Adhesive Photo Pockets for Polaroid Photos,South,Consumer,11/7/2013,Standard Class,North Carolina,Binders,70%,1,-10,7,14
Furniture,Jacksonville,United States,shahid HOpKiNs!,Tenex,11/3/2013,CA-2011-165764,28540,Tenex Antistatic Computer Chair Mats,South,Consumer,11/7/2013,Standard Class,North Carolina,Furnishings,20%,1,-51,3,410
Office Supplies,Orange,United States,,Avery,11/3/2013,CA-2011-119529,7050,Avery Durable Binders,East,Corporate,11/7/2013,Second Class,New Jersey,Binders,0%,1,3,2,6
Technology,Omaha,United States,StePhanIE PhElPs90!,Belkin,11/3/2013,US-2011-124625,68104,Belkin F8E887 USB Wired Ergonomic Keyboard,Central,Corporate,11/7/2013,Standard Class,Nebraska,Accessories,0%,1,19,3,90
Office Supplies,Los Angeles,United States,tracy cOllinS37,Prang,11/3/2013,CA-2011-153619,90049,Prang Dustless Chalk Sticks,West,Home Office,11/5/2013,Same Day,California,Art,0%,1,3,4,7
Furniture,New York City,United States,naTHAN maUtz,DMI,11/3/2013,CA-2011-164973,10024,DMI Arturo Collection Mission-style Design Wood Chair,East,Home Office,11/7/2013,Standard Class,New York,Chairs,10%,1,24,1,136
Technology,New York City,United States,natHaN MAUTZ,Canon,11/4/2013,CA-2011-164973,10024,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,East,Home Office,11/3/2013,Standard Class,New York,Machines,0%,1,1996,2,3992
Technology,New York City,United States,,Panasonic,11/4/2013,CA-2011-164973,10024,Panasonic Kx-TS550,East,Home Office,11/9/2013,Standard Class,New York,Phones,0%,1,80,6,276
Technology,New York City,United States,natHaN MaUTz93,NETGEAR,11/4/2013,CA-2011-164973,10024,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,East,Home Office,11/9/2013,Standard Class,New York,Accessories,0%,1,130,4,360
Office Supplies,New York City,United States,nAtHAN MaUtZ!,Other,11/4/2013,CA-2011-164973,10024,"Trav-L-File Heavy-Duty Shuttle II, Black",East,Home Office,11/9/2013,Standard Class,New York,Storage,0%,1,13,1,44
Office Supplies,Cary,United States,oDELlA nElSoN!,Other,11/4/2013,CA-2011-121286,27511,OIC Bulk Pack Metal Binder Clips,South,Corporate,11/9/2013,Second Class,North Carolina,Fasteners,20%,1,3,3,8
Office Supplies,Cary,United States,ODElLa NelsoN,Acco,11/4/2013,CA-2011-121286,27511,Acco 6 Outlet Guardian Premium Surge Suppressor,South,Corporate,11/9/2013,Second Class,North Carolina,Appliances,20%,1,5,5,58
Furniture,San Diego,United States,mARybeth SkACH!,Executive Impressions,11/4/2013,CA-2011-149244,92037,"Executive Impressions 12"" Wall Clock",West,Consumer,11/8/2013,Standard Class,California,Furnishings,0%,1,13,2,35
Technology,Los Angeles,United States,wiLliam browN,Polycom,,CA-2011-125829,90045,Polycom SoundPoint Pro SE-225 Corded phone,West,Consumer,,Standard Class,California,Phones,20%,1,-67,7,0
Furniture,Los Angeles,United States,willIaM BROwn55,Bevis,11/4/2013,CA-2011-125829,90045,"Bevis Round Conference Table Top, X-Base",West,Consumer,11/8/2013,Standard Class,California,Tables,20%,1,-65,4,574
Office Supplies,Los Angeles,United States,,Cardinal,11/4/2013,CA-2011-125829,90045,Cardinal EasyOpen D-Ring Binders,West,Consumer,11/11/2013,Standard Class,California,Binders,20%,1,8,3,22
Office Supplies,Los Angeles,United States,,Xerox,11/4/2013,CA-2011-125829,90045,Xerox 2000,West,Consumer,11/11/2013,Standard Class,California,Paper,0%,1,9,3,19
Technology,Los Angeles,United States,WILlIAM bROwN2,Hewlett-Packard,11/4/2013,CA-2011-125829,90045,Hewlett-Packard Deskjet D4360 Printer,West,Consumer,11/11/2013,Standard Class,California,Machines,20%,1,140,4,448
Office Supplies,New York City,United States,sAM zeldIN!,Acco,11/4/2013,CA-2011-132227,10011,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",East,Home Office,11/11/2013,Standard Class,New York,Binders,20%,1,19,4,52
Office Supplies,Long Beach,United States,tifFanY HoUSE,Newell,11/4/2013,US-2011-134187,90805,Newell 343,West,Corporate,11/11/2013,Standard Class,California,Art,0%,1,1,1,3
Furniture,Los Angeles,United States,DEAnrA enO,OIC,11/4/2013,CA-2011-109134,90008,OIC Stacking Trays,West,Home Office,11/10/2013,Standard Class,California,Furnishings,0%,1,9,6,20
Technology,Arlington,United States,stEVEN RoeLLE,Maxell,11/5/2013,CA-2011-133634,22204,Maxell 4.7GB DVD-RW 3/Pack,South,Home Office,11/11/2013,Standard Class,Virginia,Accessories,0%,1,16,3,48
Furniture,Philadelphia,United States,MAribeTh doNA58,Tenex,11/5/2013,CA-2011-114251,19143,Tenex Antistatic Computer Chair Mats,East,Consumer,11/10/2013,Standard Class,Pennsylvania,Furnishings,20%,1,-34,2,274
Office Supplies,Philadelphia,United States,maRiBetH DONA,Wilson Jones,11/5/2013,CA-2011-114251,19143,Wilson Jones Legal Size Ring Binders,East,Consumer,12/31/2023,Standard Class,Pennsylvania,Binders,70%,1,,2,
Office Supplies,Philadelphia,United States,MARIBETH dOnA,Tennsco,11/5/2013,CA-2011-114251,19143,Tennsco Double-Tier Lockers,East,Consumer,11/10/2013,Standard Class,Pennsylvania,Storage,20%,1,-95,6,1080
Technology,Philadelphia,United States,MariBEth DOna65,Sony,11/5/2013,CA-2011-114251,19143,Sony 16GB Class 10 Micro SDHC R40 Memory Card,East,Consumer,11/10/2013,Standard Class,Pennsylvania,Accessories,20%,1,-6,5,52
Technology,Philadelphia,United States,MaRibETh DONa,Memorex,11/5/2013,CA-2011-114251,19143,Memorex Micro Travel Drive 32 GB,East,Consumer,11/10/2013,Standard Class,Pennsylvania,Accessories,20%,1,17,2,58
Furniture,Hampton,United States,BaRrY GonzALeZ7,Global,11/5/2013,US-2011-114377,23666,"Global Stack Chair with Arms, Black",South,Consumer,11/10/2013,Same Day,Virginia,Chairs,0%,1,40,5,150
Office Supplies,Columbus,United States,gEORge AshbRoOk!,Array,11/5/2013,CA-2011-120950,31907,"Array Parchment Paper, Assorted Colors",South,Consumer,11/10/2013,Standard Class,Georgia,Paper,0%,1,21,6,44
Office Supplies,Houston,United States,tAMarA CHAnD,Other,11/6/2013,CA-2011-123498,77041,Satellite Sectional Post Binders,Central,Corporate,11/5/2013,First Class,Texas,Binders,80%,1,-44,3,26
Office Supplies,Houston,United States,TAmara chand,Staple envelope,11/7/2013,CA-2011-123498,77041,Staple envelope,Central,Corporate,11/11/2013,First Class,Texas,Envelopes,20%,1,27,3,74
Office Supplies,San Francisco,United States,lena HErNANDeZ,Wilson Jones,11/7/2013,CA-2011-123323,94110,Wilson Jones Legal Size Ring Binders,West,Consumer,11/9/2013,Standard Class,California,Binders,20%,1,46,7,123
Furniture,Houston,United States,STEVEN caRtwright,Hon,11/7/2013,CA-2011-159310,77070,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Central,Consumer,11/9/2013,Standard Class,Texas,Chairs,30%,1,0,4,683
Office Supplies,Houston,United States,sTeveN cArTwrIGHT,Avery,11/7/2013,CA-2011-159310,77070,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Central,Consumer,11/12/2013,Standard Class,Texas,Binders,80%,1,-2,3,1
Office Supplies,Houston,United States,sTevEn CaRtwriGhT,Acme,11/7/2013,CA-2011-159310,77070,Acme Stainless Steel Office Snips,Central,Consumer,11/12/2013,Standard Class,Texas,Supplies,20%,1,4,7,41
Office Supplies,Wausau,United States,mAriBeth schNeLLing!,Belkin,11/7/2013,CA-2011-120278,54401,Belkin 8 Outlet Surge Protector,Central,Consumer,11/12/2013,Standard Class,Wisconsin,Appliances,0%,1,69,6,246
Office Supplies,Wausau,United States,MARIbEth ScHneLLing42,Other,11/7/2013,CA-2011-120278,54401,Portable Personal File Box,Central,Consumer,11/12/2013,Standard Class,Wisconsin,Storage,0%,1,10,3,37
Office Supplies,Wausau,United States,mARIbETH scHNELLInG,Other,11/7/2013,CA-2011-120278,54401,X-Rack File for Hanging Folders,Central,Consumer,11/12/2013,Standard Class,Wisconsin,Storage,0%,1,6,2,23
Office Supplies,Wausau,United States,MarIbeTH ScHneLlIng30,ACCOHIDE,11/7/2013,CA-2011-120278,54401,"ACCOHIDE 3-Ring Binder, Blue, 1""",Central,Consumer,11/12/2013,Standard Class,Wisconsin,Binders,0%,1,6,3,12
Office Supplies,New York City,United States,Bart PisToLE,OIC,11/7/2013,CA-2011-146990,10024,Binder Clips by OIC,East,Corporate,11/12/2013,First Class,New York,Fasteners,0%,1,3,4,6
Office Supplies,New York City,United States,BArt piSToLE,Other,11/7/2013,CA-2011-146990,10024,Riverleaf Stik-Withit Designer Note Cubes,East,Corporate,11/12/2013,First Class,New York,Paper,0%,1,14,3,30
Office Supplies,Portland,United States,tROY BlACkweLL!,Xerox,11/7/2013,US-2011-139640,97206,Xerox 1995,West,Consumer,11/8/2013,Second Class,Oregon,Paper,20%,1,9,5,26
Office Supplies,Portland,United States,,Panasonic,,US-2011-139640,97206,Panasonic KP-150 Electric Pencil Sharpener,West,Consumer,,Second Class,Oregon,Art,20%,1,8.40E+214,4,0
Technology,Redding,United States,emilY BURNs,Other,11/7/2013,US-2011-126340,96003,Toshiba IPT2010-SD IP Telephone,West,Consumer,11/11/2013,Standard Class,California,Phones,20%,1,25,3,334
Office Supplies,San Francisco,United States,JErEMy piSTek,SAFCO,11/8/2013,CA-2011-144666,94110,SAFCO Boltless Steel Shelving,West,Consumer,11/11/2013,Second Class,California,Storage,0%,1,3,3,341
Furniture,San Francisco,United States,jEremy pIStEk,Sauder,11/9/2013,CA-2011-144666,94110,"Sauder Mission Library with Doors, Fruitwood Finish",West,Consumer,11/14/2013,Second Class,California,Bookcases,15%,1,10,2,223
Technology,San Francisco,United States,jEreMY PistEK,Samsung,11/9/2013,CA-2011-144666,94110,Samsung Galaxy Note 3,West,Consumer,11/11/2013,Second Class,California,Phones,20%,1,88,4,704
Office Supplies,San Francisco,United States,JereMy PiSteK,Decoflex,11/9/2013,CA-2011-144666,94110,"Decoflex Hanging Personal Folder File, Blue",West,Consumer,11/11/2013,Second Class,California,Storage,0%,1,25,6,93
Office Supplies,San Francisco,United States,,Other,11/9/2013,CA-2011-144666,94110,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",West,Consumer,11/11/2013,Second Class,California,Paper,0%,1,29,7,63
Office Supplies,San Francisco,United States,,Xerox,11/9/2013,CA-2011-144666,94110,Xerox 1912,West,Consumer,11/11/2013,Second Class,California,Paper,0%,1,46,5,95
Furniture,New York City,United States,bENjAMIn fARHAT,Eldon,11/9/2013,CA-2011-103219,10035,"Eldon 200 Class Desk Accessories, Black",East,Home Office,11/11/2013,Standard Class,New York,Furnishings,0%,1,21,9,57
Technology,San Diego,United States,rUben dARtt,Jabra,abc,CA-2011-158372,92037,Jabra SPEAK 410,West,Consumer,xyz,Standard Class,California,Phones,20%,1,0,8,0
Technology,San Diego,United States,rUBEn DARtt,Memorex,11/10/2013,CA-2011-158372,92037,Memorex Froggy Flash Drive 4 GB,West,Consumer,11/13/2013,Standard Class,California,Accessories,0%,1,4,1,11
Furniture,San Diego,United States,rUbEN Dartt,Luxo,11/10/2013,CA-2011-158372,92037,Luxo Economy Swing Arm Lamp,West,Consumer,11/16/2013,Standard Class,California,Furnishings,0%,1,11,2,40
