Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales,Profit Margin
Technology,Pomona,United States,Zuschuss Carroll,Plantronics,2014-04-12,CA-2012-133452,91767.0,Plantronics Audio 478 Stereo USB Headset,West,Consumer,2014-04-14,Standard Class,California,Accessories,0.0,1.0,70.0,4.0,200.0,0.35
Office Supplies,Farmington,United States,Anthony Witt,Martin-Yale,2014-04-13,CA-2012-149678,87401.0,Martin-Yale Premier Letter Opener,West,Consumer,2014-04-19,Second Class,New Mexico,Supplies,0.0,1.0,0.0,1.0,13.0,0.0
Furniture,Los Angeles,United States,Bill Tyler,Other,2014-04-13,US-2012-120502,90036.0,Flat Face Poster Frame,West,Corporate,2014-04-14,Standard Class,California,Furnishings,0.0,1.0,16.0,2.0,38.0,0.42
Technology,Los Angeles,United States,Bill Tyler,Other,2014-04-13,US-2012-120502,90036.0,Aastra 57i VoIP phone,West,Corporate,2014-04-14,Standard Class,California,Phones,0.2,1.0,19.0,2.0,259.0,0.07
Office Supplies,Los Angeles,United States,Bill Tyler,3M,2014-04-13,US-2012-120502,90036.0,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,West,Corporate,2014-04-19,Standard Class,California,Appliances,0.0,1.0,30.0,2.0,76.0,0.39
Office Supplies,Norfolk,United States,Sonia Sunley,Fellowes,2014-04-13,CA-2012-120551,68701.0,Fellowes Black Plastic Comb Bindings,Central,Consumer,2014-04-19,Standard Class,Nebraska,Binders,0.0,1.0,8.0,3.0,17.0,0.47
Furniture,Los Angeles,United States,Eugene Barchas,Iceberg,2014-04-13,CA-2012-106257,90045.0,"Iceberg OfficeWorks 42"" Round Tables",West,Consumer,2014-04-19,Second Class,California,Tables,0.2,1.0,-15.0,2.0,242.0,-0.06
Technology,Los Angeles,United States,Eugene Barchas,Polycom,2014-04-13,CA-2012-106257,90045.0,Polycom CX600 IP Phone VoIP phone,West,Consumer,2014-04-20,Second Class,California,Phones,0.2,1.0,42.0,2.0,480.0,0.09
Office Supplies,Glendale,United States,Thea Hendricks,Other,2014-04-13,CA-2012-133837,85301.0,"Neat Ideas Personal Hanging Folder Files, Black",West,Consumer,2014-04-17,Standard Class,Arizona,Storage,0.2,1.0,1.0,1.0,11.0,0.09
Furniture,Huntsville,United States,Frank Preis,Chromcraft,2014-04-13,US-2012-168704,77340.0,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Central,Consumer,2014-04-17,Standard Class,Texas,Tables,0.3,1.0,-113.0,4.0,610.0,-0.19
Furniture,Huntsville,United States,Frank Preis,Iceberg,2014-04-13,US-2012-168704,77340.0,"Iceberg OfficeWorks 42"" Round Tables",Central,Consumer,2014-04-18,Standard Class,Texas,Tables,0.3,1.0,-45.0,2.0,211.0,-0.21
Technology,Huntsville,United States,Unknown Customer,Apple,2014-04-13,US-2012-168704,77340.0,Apple iPhone 5C,Central,Consumer,2014-04-17,Standard Class,Texas,Phones,0.2,1.0,18.0,3.0,240.0,0.08
Office Supplies,Toledo,United States,Unknown Customer,Belkin,2014-04-14,CA-2012-161263,43615.0,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,East,Corporate,2014-04-17,Standard Class,Ohio,Appliances,0.2,1.0,5.0,3.0,45.0,0.11
Office Supplies,Toledo,United States,Theresa Swint,Other,2014-04-16,CA-2012-161263,43615.0,"Super Bands, 12/Pack",East,Corporate,2014-04-18,Standard Class,Ohio,Fasteners,0.2,1.0,-2.0,7.0,10.0,-0.2
Office Supplies,Toledo,United States,Theresa Swint,Crayola,2014-04-16,CA-2012-161263,43615.0,Crayola Colored Pencils,East,Corporate,2014-04-21,Standard Class,Ohio,Art,0.2,1.0,1.0,3.0,8.0,0.12
Technology,Toledo,United States,Theresa Swint,Plantronics,2014-04-16,CA-2012-161263,43615.0,Plantronics 81402,East,Corporate,2014-04-21,Standard Class,Ohio,Phones,0.4,1.0,-28.0,3.0,119.0,-0.24
Office Supplies,Toledo,United States,Theresa Swint,Other,2014-04-16,CA-2012-161263,43615.0,Assorted Color Push Pins,East,Corporate,2014-04-21,Standard Class,Ohio,Fasteners,0.2,1.0,0.0,1.0,1.0,0.0
Office Supplies,Toledo,United States,Unknown Customer,GBC,2014-04-16,CA-2012-161263,43615.0,"GBC Velobind Prepunched Cover Sets, Regency Series",East,Corporate,2014-04-21,Standard Class,Ohio,Binders,0.7,1.0,-46.0,5.0,55.0,-0.84
Office Supplies,Philadelphia,United States,Brad Norvell,Other,2014-04-16,CA-2012-106215,19143.0,Staples,East,Corporate,2014-04-21,Standard Class,Pennsylvania,Fasteners,0.2,1.0,4.0,4.0,13.0,0.31
Technology,Evanston,United States,Sarah Brown,Canon,2014-04-16,CA-2012-146675,60201.0,Canon PC940 Copier,Central,Consumer,2014-04-21,Standard Class,Illinois,Copiers,0.2,1.0,486.0,4.0,1440.0,0.34
Technology,Evanston,United States,Sarah Brown,Logitech,2014-04-16,CA-2012-146675,60201.0,Logitech Keyboard K120,Central,Consumer,2014-04-21,Standard Class,Illinois,Accessories,0.2,1.0,-5.0,3.0,44.0,-0.11
Technology,Waynesboro,United States,Lauren Leatherbury,Other,2014-04-16,CA-2012-137974,22980.0,Konftel 250 Conference phone - Charcoal black,South,Consumer,2014-04-20,First Class,Virginia,Phones,0.0,1.0,148.0,2.0,570.0,0.26
Furniture,Waynesboro,United States,Lauren Leatherbury,O'Sullivan,2014-04-16,CA-2012-137974,22980.0,O'Sullivan 3-Shelf Heavy-Duty Bookcases,South,Consumer,2014-04-18,First Class,Virginia,Bookcases,0.0,1.0,126.0,9.0,523.0,0.24
Furniture,New York City,United States,Denise Monton,Novimex,2014-04-16,CA-2012-142734,10024.0,Novimex Turbo Task Chair,East,Corporate,2014-04-18,Standard Class,New York,Chairs,0.1,1.0,3.0,2.0,128.0,0.02
Office Supplies,San Francisco,United States,George Ashbrook,Prang,2014-04-16,CA-2012-155306,94122.0,Prang Drawing Pencil Set,West,Consumer,2014-04-18,Standard Class,California,Art,0.0,1.0,2.0,2.0,6.0,0.33
Technology,San Francisco,United States,George Ashbrook,Plantronics,2014-04-17,CA-2012-155306,94122.0,Plantronics S12 Corded Telephone Headset System,West,Consumer,2014-04-21,Standard Class,California,Accessories,0.0,1.0,129.0,3.0,323.0,0.4
Technology,San Francisco,United States,George Ashbrook,Plantronics,2014-04-17,CA-2012-155306,94122.0,Plantronics Calisto P620-M USB Wireless Speakerphone System,West,Consumer,2014-04-21,Standard Class,California,Phones,0.2,1.0,69.0,5.0,784.0,0.09
Office Supplies,San Francisco,United States,George Ashbrook,Hoover,2014-04-17,CA-2012-155306,94122.0,Hoover Upright Vacuum With Dirt Cup,West,Consumer,2014-04-21,Standard Class,California,Appliances,0.0,1.0,420.0,5.0,1448.0,0.29
Office Supplies,San Francisco,United States,George Ashbrook,Xerox,2014-04-17,CA-2012-155306,94122.0,Xerox 1903,West,Consumer,2014-04-21,Standard Class,California,Paper,0.0,1.0,6.0,2.0,12.0,0.5
Technology,New York City,United States,Jessica Myrick,Enermax,2014-04-17,CA-2012-148712,10035.0,Enermax Acrylux Wireless Keyboard,East,Consumer,2014-04-21,Standard Class,New York,Accessories,0.0,1.0,37.0,1.0,100.0,0.37
Office Supplies,New York City,United States,Jessica Myrick,DXL,2014-04-17,CA-2012-148712,10035.0,"DXL Angle-View Binders with Locking Rings, Black",East,Consumer,2014-04-21,Standard Class,New York,Binders,0.2,1.0,21.0,13.0,62.0,0.34
Office Supplies,New York City,United States,Jessica Myrick,Other,2014-04-17,CA-2012-148712,10035.0,Barrel Sharpener,East,Consumer,2014-04-23,Standard Class,New York,Art,0.0,1.0,3.0,3.0,11.0,0.27
Office Supplies,New Albany,United States,Darren Powers,C-Line,2014-04-17,CA-2012-115742,47150.0,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Central,Consumer,2014-04-23,Standard Class,Indiana,Binders,0.0,1.0,18.0,6.0,38.0,0.47
Office Supplies,New Albany,United States,Darren Powers,Avery,2014-04-18,CA-2012-115742,47150.0,Avery 485,Central,Consumer,2014-04-23,Standard Class,Indiana,Labels,0.0,1.0,35.0,6.0,75.0,0.47
Furniture,New Albany,United States,Darren Powers,Other,2014-04-18,CA-2012-115742,47150.0,Longer-Life Soft White Bulbs,Central,Consumer,2014-04-22,Standard Class,Indiana,Furnishings,0.0,1.0,3.0,2.0,6.0,0.5
Furniture,New Albany,United States,Darren Powers,Global,2014-04-18,CA-2012-115742,47150.0,"Global Leather Task Chair, Black",Central,Consumer,2014-04-22,Standard Class,Indiana,Chairs,0.0,1.0,17.0,1.0,90.0,0.19
Technology,Monroe,United States,Kelly Williams,Memorex,2014-04-18,CA-2012-102722,71203.0,Memorex Froggy Flash Drive 8 GB,South,Consumer,2014-04-22,First Class,Louisiana,Accessories,0.0,1.0,42.0,6.0,107.0,0.39
Office Supplies,Los Angeles,United States,Deanra Eno,Tennsco,2014-04-18,CA-2012-142601,90004.0,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",West,Home Office,2014-04-19,Second Class,California,Storage,0.0,1.0,9.0,7.0,947.0,0.01
Office Supplies,Los Angeles,United States,Deanra Eno,Xerox,2014-04-18,CA-2012-142601,90004.0,Xerox 19,West,Home Office,2014-04-23,Second Class,California,Paper,0.0,1.0,28.0,2.0,62.0,0.45
Office Supplies,Santa Maria,United States,Nathan Cano,Advantus,2014-04-18,US-2012-113593,93454.0,Advantus Rolling Drawer Organizers,West,Consumer,2014-04-20,First Class,California,Storage,0.0,1.0,30.0,3.0,115.0,0.26
Technology,Mcallen,United States,Michael Paige,Grandstream,2014-04-18,US-2012-163433,78501.0,Grandstream GXP2100 Mainstream Business Phone,Central,Corporate,2014-04-20,Second Class,Texas,Phones,0.2,1.0,24.0,4.0,245.0,0.1
Office Supplies,Mcallen,United States,Michael Paige,Boston,2014-04-18,US-2012-163433,78501.0,"Boston School Pro Electric Pencil Sharpener, 1670",Central,Corporate,2014-04-22,Second Class,Texas,Art,0.2,1.0,7.0,3.0,74.0,0.09
Office Supplies,Mcallen,United States,Michael Paige,GBC,2014-04-18,US-2012-163433,78501.0,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Central,Corporate,2014-04-22,Second Class,Texas,Binders,0.8,1.0,-7.0,2.0,4.0,-1.75
Technology,Mcallen,United States,Michael Paige,Other,2014-04-18,US-2012-163433,78501.0,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Central,Corporate,2014-04-22,Second Class,Texas,Phones,0.2,1.0,6.0,2.0,98.0,0.06
Office Supplies,Mcallen,United States,Michael Paige,Newell,2014-04-18,US-2012-163433,78501.0,Newell 348,Central,Corporate,2014-04-22,Second Class,Texas,Art,0.2,1.0,1.0,3.0,8.0,0.12
Office Supplies,Mcallen,United States,Michael Paige,GBC,2014-04-18,US-2012-163433,78501.0,GBC Plastic Binding Combs,Central,Corporate,2014-04-22,Second Class,Texas,Binders,0.8,1.0,-2.0,1.0,1.0,-2.0
Office Supplies,Carrollton,United States,Patrick Gardner,Fellowes,2014-04-19,US-2012-155369,75007.0,Fellowes PB300 Plastic Comb Binding Machine,Central,Consumer,2014-04-22,Standard Class,Texas,Binders,0.8,1.0,-512.0,4.0,310.0,-1.65
Furniture,Columbus,United States,Theresa Swint,GE,2014-04-20,CA-2012-149342,31907.0,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",South,Corporate,2014-04-25,Standard Class,Georgia,Furnishings,0.0,1.0,298.0,6.0,595.0,0.5
Office Supplies,Columbus,United States,Theresa Swint,Xerox,2014-04-20,CA-2012-149342,31907.0,Xerox 2,South,Corporate,2014-04-25,Standard Class,Georgia,Paper,0.0,1.0,6.0,2.0,13.0,0.46
Office Supplies,Houston,United States,Erica Smith,Xerox,2014-04-20,CA-2012-142433,77036.0,Xerox 1916,Central,Consumer,2014-04-25,Standard Class,Texas,Paper,0.2,1.0,44.0,3.0,117.0,0.38
Office Supplies,Detroit,United States,Olvera Toch,Tyvek,2014-04-20,CA-2012-109169,48234.0,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Central,Consumer,2014-04-25,Standard Class,Michigan,Envelopes,0.0,1.0,81.0,2.0,181.0,0.45
Office Supplies,Louisville,United States,Juliana Krohn,Wilson Jones,2014-04-21,CA-2012-107678,40214.0,"Wilson Jones Hanging View Binder, White, 1""",South,Consumer,2014-04-24,Standard Class,Kentucky,Binders,0.0,1.0,10.0,3.0,21.0,0.48
Technology,Louisville,United States,Juliana Krohn,Jabra,2014-04-21,CA-2012-107678,40214.0,Jabra SPEAK 410,South,Consumer,2014-04-28,Standard Class,Kentucky,Phones,0.0,1.0,132.0,5.0,470.0,0.28
Furniture,Louisville,United States,Unknown Customer,Tenex,2014-04-21,CA-2012-107678,40214.0,"Tenex ""The Solids"" Textured Chair Mats",South,Consumer,2014-04-28,Standard Class,Kentucky,Furnishings,0.0,1.0,36.0,3.0,210.0,0.17
Technology,Los Angeles,United States,Annie Zypern,Logitech,2014-04-21,CA-2012-151253,90008.0,"Logitech B530 USB Headset - headset - Full size, Binaural",West,Consumer,2014-04-28,Standard Class,California,Phones,0.2,1.0,8.0,3.0,89.0,0.09
Office Supplies,Los Angeles,United States,Annie Zypern,Boston,2014-04-22,CA-2012-151253,90008.0,Boston 1730 StandUp Electric Pencil Sharpener,West,Consumer,2014-04-28,Standard Class,California,Art,0.0,1.0,17.0,3.0,64.0,0.27
Office Supplies,New York City,United States,Unknown Customer,Boston,2014-04-22,CA-2012-118227,10009.0,"BOSTON Ranger #55 Pencil Sharpener, Black",East,Home Office,2014-04-26,Standard Class,New York,Art,0.0,1.0,8.0,1.0,26.0,0.31
Office Supplies,Milwaukee,United States,Trudy Schmidt,Newell,2014-04-25,CA-2012-153878,53209.0,Newell 324,Central,Consumer,2014-04-28,Standard Class,Wisconsin,Art,0.0,1.0,16.0,5.0,58.0,0.28
Office Supplies,Aurora,United States,Unknown Customer,SAFCO,2014-04-25,CA-2012-130365,60505.0,"SAFCO Commercial Wire Shelving, Black",Central,Consumer,2014-04-30,Standard Class,Illinois,Storage,0.2,1.0,-55.0,2.0,221.0,-0.25
Office Supplies,Los Angeles,United States,Linda Southworth,Other,2014-04-25,CA-2012-115420,90004.0,Laser & Ink Jet Business Envelopes,West,Corporate,2014-04-29,Standard Class,California,Envelopes,0.0,1.0,10.0,2.0,21.0,0.48
Furniture,Memphis,United States,Joel Eaton,Other,2014-04-25,US-2012-134026,38109.0,High-Back Leather Manager's Chair,South,Consumer,2014-04-29,Standard Class,Tennessee,Chairs,0.2,1.0,-114.0,8.0,832.0,-0.14
Office Supplies,Memphis,United States,Joel Eaton,SAFCO,2014-04-26,US-2012-134026,38109.0,Safco Industrial Wire Shelving System,South,Consumer,2014-05-02,Standard Class,Tennessee,Storage,0.2,1.0,-18.0,1.0,73.0,-0.25
Furniture,San Diego,United States,Bart Watters,SAFCO,2014-04-26,CA-2012-137302,92105.0,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,West,Corporate,2014-05-02,Standard Class,California,Chairs,0.2,1.0,6.0,3.0,64.0,0.09
Office Supplies,San Diego,United States,Bart Watters,Newell,2014-04-26,CA-2012-137302,92105.0,Newell 345,West,Corporate,2014-04-30,Standard Class,California,Art,0.0,1.0,15.0,3.0,60.0,0.25
Technology,San Diego,United States,Bart Watters,RCA,2014-04-26,CA-2012-137302,92105.0,RCA ViSYS 25825 Wireless digital phone,West,Corporate,2014-05-01,Standard Class,California,Phones,0.2,1.0,39.0,3.0,312.0,0.12
Office Supplies,San Diego,United States,Bart Watters,GBC,2014-04-26,CA-2012-137302,92105.0,GBC Premium Transparent Covers with Diagonal Lined Pattern,West,Corporate,2014-05-01,Standard Class,California,Binders,0.2,1.0,18.0,3.0,50.0,0.36
Office Supplies,Daytona Beach,United States,Sue Ann Reed,Crayola,2014-04-26,CA-2012-122266,32114.0,Crayola Colored Pencils,South,Consumer,2014-05-01,Standard Class,Florida,Art,0.2,1.0,0.0,1.0,3.0,0.0
Office Supplies,Washington,United States,Greg Tran,Staples in misc. colors,2014-04-26,CA-2012-124450,20016.0,Staples in misc. colors,East,Consumer,2014-04-30,Standard Class,District of Columbia,Art,0.0,1.0,9.0,3.0,23.0,0.39
Furniture,Washington,United States,Greg Tran,Global,2014-04-27,CA-2012-124450,20016.0,Global Comet Stacking Arm Chair,East,Consumer,2014-04-30,Standard Class,District of Columbia,Chairs,0.0,1.0,317.0,3.0,1268.0,0.25
Technology,Washington,United States,Greg Tran,Cisco,2014-04-27,CA-2012-124450,20016.0,Cisco SPA525G2 5-Line IP Phone,East,Consumer,2014-05-03,Standard Class,District of Columbia,Machines,0.0,1.0,649.0,8.0,1380.0,0.47
Office Supplies,Houston,United States,Russell Applegate,Holmes,2014-04-27,CA-2012-130792,77095.0,Holmes Odor Grabber,Central,Consumer,2014-05-02,Standard Class,Texas,Appliances,0.8,1.0,-20.0,3.0,9.0,-2.22
Office Supplies,Houston,United States,Russell Applegate,Akro,2014-04-28,CA-2012-130792,77095.0,Akro-Mils 12-Gallon Tote,Central,Consumer,2014-05-02,Standard Class,Texas,Storage,0.2,1.0,3.0,3.0,24.0,0.12
Office Supplies,Midland,United States,Shirley Daniels,Kensington,2014-04-28,CA-2012-120782,48640.0,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Central,Home Office,2014-05-05,First Class,Michigan,Appliances,0.1,1.0,41.0,1.0,187.0,0.22
Office Supplies,Midland,United States,Shirley Daniels,Fellowes,2014-04-28,CA-2012-120782,48640.0,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Central,Home Office,2014-05-05,First Class,Michigan,Binders,0.0,1.0,1906.0,3.0,3813.0,0.5
Office Supplies,Philadelphia,United States,Jim Kriz,Xerox,2014-04-28,CA-2012-157434,19120.0,Xerox 1949,East,Home Office,2014-05-01,Second Class,Pennsylvania,Paper,0.2,1.0,3.0,2.0,8.0,0.38
Furniture,Chicago,United States,Paul Stevenson,Global,2014-04-29,US-2012-164175,60610.0,"Global Value Mid-Back Manager's Chair, Gray",Central,Home Office,2014-05-01,Standard Class,Illinois,Chairs,0.3,1.0,-15.0,5.0,213.0,-0.07
Technology,Troy,United States,Benjamin Patterson,Cisco,2014-04-30,CA-2012-135174,45373.0,Cisco Unified IP Phone 7945G VoIP phone,East,Consumer,2014-05-04,Second Class,Ohio,Phones,0.4,1.0,-256.0,5.0,1023.0,-0.25
Office Supplies,San Francisco,United States,Ken Black,Newell,2014-04-30,CA-2012-103716,94110.0,Newell 324,West,Corporate,2014-05-05,Standard Class,California,Art,0.0,1.0,10.0,3.0,35.0,0.29
Technology,San Francisco,United States,Ken Black,Other,2014-04-30,CA-2012-103716,94110.0,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,West,Corporate,2014-05-02,Standard Class,California,Phones,0.2,1.0,2.0,5.0,20.0,0.1
Furniture,Lawrence,United States,Jane Waco,Eldon,2014-04-30,US-2012-115238,1841.0,"Eldon 200 Class Desk Accessories, Burgundy",East,Corporate,2014-05-06,Standard Class,Massachusetts,Furnishings,0.0,1.0,13.0,5.0,31.0,0.42
Furniture,Lawrence,United States,Jane Waco,DAX,2014-04-30,US-2012-115238,1841.0,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",East,Corporate,2014-05-06,Standard Class,Massachusetts,Furnishings,0.0,1.0,4.0,1.0,9.0,0.44
Technology,Lawrence,United States,Jane Waco,Other,2014-04-30,US-2012-115238,1841.0,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",East,Corporate,2014-05-04,Standard Class,Massachusetts,Phones,0.0,1.0,59.0,10.0,210.0,0.28
Office Supplies,Lawrence,United States,Jane Waco,Other,2014-04-30,US-2012-115238,1841.0,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),East,Corporate,2014-05-04,Standard Class,Massachusetts,Paper,0.0,1.0,3.0,1.0,6.0,0.5
Technology,Los Angeles,United States,Jennifer Braxton,OtterBox,2014-04-30,CA-2012-145821,90008.0,OtterBox Defender Series Case - iPhone 5c,West,Corporate,2014-05-04,Standard Class,California,Phones,0.2,1.0,11.0,3.0,89.0,0.12
Office Supplies,San Francisco,United States,Patrick Obrill,GBC,2014-05-01,CA-2012-104486,94109.0,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",West,Consumer,2014-05-05,Standard Class,California,Binders,0.2,1.0,4.0,1.0,12.0,0.33
Office Supplies,San Francisco,United States,Patrick Obrill,Eldon,2014-05-01,CA-2012-104486,94109.0,Eldon Simplefile Box Office,West,Consumer,2014-05-05,Standard Class,California,Storage,0.0,1.0,10.0,3.0,37.0,0.27
Office Supplies,San Francisco,United States,Patrick Obrill,Acme,2014-05-01,CA-2012-104486,94109.0,"Acme 10"" Easy Grip Assistive Scissors",West,Consumer,2014-05-06,Standard Class,California,Supplies,0.0,1.0,11.0,2.0,35.0,0.31
Office Supplies,Houston,United States,Noah Childs,Avery,2014-05-01,CA-2012-116687,77095.0,Avery 501,Central,Corporate,2014-05-06,Standard Class,Texas,Labels,0.2,1.0,3.0,3.0,9.0,0.33
Furniture,Chula Vista,United States,Julia Barnett,Other,2014-05-02,CA-2012-107937,91911.0,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",West,Home Office,2014-05-07,Standard Class,California,Furnishings,0.0,1.0,107.0,6.0,666.0,0.16
Office Supplies,Philadelphia,United States,Stewart Visinsky,Holmes,2014-05-03,CA-2012-112130,19140.0,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",East,Consumer,2014-05-08,Standard Class,Pennsylvania,Appliances,0.2,1.0,7.0,2.0,24.0,0.29
Office Supplies,Philadelphia,United States,Stewart Visinsky,Xerox,2014-05-03,CA-2012-112130,19140.0,Xerox 1897,East,Consumer,2014-05-07,Standard Class,Pennsylvania,Paper,0.2,1.0,3.0,2.0,8.0,0.38
Office Supplies,Philadelphia,United States,Stewart Visinsky,Other,2014-05-03,CA-2012-112130,19140.0,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",East,Consumer,2014-05-07,Standard Class,Pennsylvania,Appliances,0.2,1.0,2.0,7.0,18.0,0.11
